Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 06/17/2025 - 04:01:13,SCI,-46.29,,36.17,10.06,13.22
Sample 00004 06/17/2025 - 04:01:17,SCI,-46.24,,36.26,10.12,13.16
Sample 00005 06/17/2025 - 04:01:21,SCI,-45.98,,36.37,10.06,13.17
