"Marker Name","Description","In","Out","Duration","Marker Type","Marker Color"
,,"0.6","0.6","0","Comment","Green"
,,"1.86666666666667","1.86666666666667","0","Comment","Green"
,,"2.66666666666667","2.66666666666667","0","Comment","Green"
,,"3.53333333333333","3.53333333333333","0","Comment","Green"
,,"4.63333333333333","4.63333333333333","0","Comment","Green"
,,"5.83333333333333","5.83333333333333","0","Comment","Green"
,,"7","7","0","Comment","Green"
,,"9.4","9.4","0","Comment","Green"
,,"10.9","10.9","0","Comment","Green"
,,"12.3666666666667","12.3666666666667","0","Comment","Green"
,,"13.7","13.7","0","Comment","Green"
,,"15.0333333333333","15.0333333333333","0","Comment","Green"
,,"16.5666666666667","16.5666666666667","0","Comment","Green"
,,"18.2","18.2","0","Comment","Green"
,,"21.3333333333333","21.3333333333333","0","Comment","Green"
,,"22.4666666666667","22.4666666666667","0","Comment","Green"
,,"23.8333333333333","23.8333333333333","0","Comment","Green"
,,"25.7666666666667","25.7666666666667","0","Comment","Green"
,,"27.7666666666667","27.7666666666667","0","Comment","Green"
,,"28.5333333333333","28.5333333333333","0","Comment","Green"
,,"30.1333333333333","30.1333333333333","0","Comment","Green"
,,"31.7333333333333","31.7333333333333","0","Comment","Green"
,,"34.7","34.7","0","Comment","Green"
,,"36.0333333333333","36.0333333333333","0","Comment","Green"
,,"37.4","37.4","0","Comment","Green"
,,"38.8666666666667","38.8666666666667","0","Comment","Green"
,,"40.6333333333333","40.6333333333333","0","Comment","Green"
,,"42.3666666666667","42.3666666666667","0","Comment","Green"
,,"44.6666666666667","44.6666666666667","0","Comment","Green"
,,"47.0333333333333","47.0333333333333","0","Comment","Green"
,,"49.0333333333333","49.0333333333333","0","Comment","Green"
,,"51.6333333333333","51.6333333333333","0","Comment","Green"
,,"53.3666666666667","53.3666666666667","0","Comment","Green"
,,"55.1","55.1","0","Comment","Green"
,,"57.8666666666667","57.8666666666667","0","Comment","Green"
,,"58.9666666666667","58.9666666666667","0","Comment","Green"
,,"61.0666666666667","61.0666666666667","0","Comment","Green"
,,"62.0333333333333","62.0333333333333","0","Comment","Green"
,,"63.6333333333333","63.6333333333333","0","Comment","Green"
,,"64.8666666666667","64.8666666666667","0","Comment","Green"
,,"66.6333333333333","66.6333333333333","0","Comment","Green"
,,"68.6666666666667","68.6666666666667","0","Comment","Green"
,,"69.8","69.8","0","Comment","Green"
,,"70.7333333333333","70.7333333333333","0","Comment","Green"
,,"71.6","71.6","0","Comment","Green"
,,"72.3","72.3","0","Comment","Green"
,,"73.1666666666667","73.1666666666667","0","Comment","Green"
,,"73.9666666666667","73.9666666666667","0","Comment","Green"
,,"74.8666666666667","74.8666666666667","0","Comment","Green"
,,"75.7666666666667","75.7666666666667","0","Comment","Green"
,,"76.6666666666667","76.6666666666667","0","Comment","Green"
,,"77.4666666666667","77.4666666666667","0","Comment","Green"
,,"78.4666666666667","78.4666666666667","0","Comment","Green"
,,"79.3666666666667","79.3666666666667","0","Comment","Green"
,,"80.3333333333333","80.3333333333333","0","Comment","Green"
,,"81.3666666666667","81.3666666666667","0","Comment","Green"
,,"82.3666666666667","82.3666666666667","0","Comment","Green"
,,"83.2666666666667","83.2666666666667","0","Comment","Green"
,,"84.1333333333333","84.1333333333333","0","Comment","Green"
,,"85.8333333333333","85.8333333333333","0","Comment","Green"
,,"86.5666666666667","86.5666666666667","0","Comment","Green"
,,"87.4333333333333","87.4333333333333","0","Comment","Green"
,,"88.1666666666667","88.1666666666667","0","Comment","Green"
,,"88.8666666666667","88.8666666666667","0","Comment","Green"
,,"89.7333333333333","89.7333333333333","0","Comment","Green"
,,"90.6","90.6","0","Comment","Green"
,,"91.4","91.4","0","Comment","Green"
,,"92.2333333333333","92.2333333333333","0","Comment","Green"
,,"93.1333333333333","93.1333333333333","0","Comment","Green"
,,"94.2","94.2","0","Comment","Green"
,,"95","95","0","Comment","Green"
,,"96.0333333333333","96.0333333333333","0","Comment","Green"
,,"97.6666666666667","97.6666666666667","0","Comment","Green"
,,"99.0666666666667","99.0666666666667","0","Comment","Green"
,,"99.8666666666667","99.8666666666667","0","Comment","Green"
,,"100.7","100.7","0","Comment","Green"
,,"102.033333333333","102.033333333333","0","Comment","Green"
,,"103.233333333333","103.233333333333","0","Comment","Green"
,,"104.666666666667","104.666666666667","0","Comment","Green"
,,"105.966666666667","105.966666666667","0","Comment","Green"
,,"107.966666666667","107.966666666667","0","Comment","Green"
,,"110.4","110.4","0","Comment","Green"
,,"111.866666666667","111.866666666667","0","Comment","Green"
,,"113.5","113.5","0","Comment","Green"
,,"114.933333333333","114.933333333333","0","Comment","Green"
,,"116.566666666667","116.566666666667","0","Comment","Green"
,,"118.5","118.5","0","Comment","Green"
,,"119.566666666667","119.566666666667","0","Comment","Green"
,,"120.666666666667","120.666666666667","0","Comment","Green"
,,"122.033333333333","122.033333333333","0","Comment","Green"
,,"123.133333333333","123.133333333333","0","Comment","Green"
,,"124.1","124.1","0","Comment","Green"
,,"125.033333333333","125.033333333333","0","Comment","Green"
,,"126.066666666667","126.066666666667","0","Comment","Green"
,,"127.033333333333","127.033333333333","0","Comment","Green"
,,"128","128","0","Comment","Green"
,,"128.933333333333","128.933333333333","0","Comment","Green"
,,"130.033333333333","130.033333333333","0","Comment","Green"
,,"131.066666666667","131.066666666667","0","Comment","Green"
,,"132.3","132.3","0","Comment","Green"
,,"133.433333333333","133.433333333333","0","Comment","Green"
,,"134.7","134.7","0","Comment","Green"
,,"135.933333333333","135.933333333333","0","Comment","Green"
,,"137.7","137.7","0","Comment","Green"
,,"139.666666666667","139.666666666667","0","Comment","Green"
,,"142.166666666667","142.166666666667","0","Comment","Green"
,,"145.566666666667","145.566666666667","0","Comment","Green"
,,"146.333333333333","146.333333333333","0","Comment","Green"
,,"147.2","147.2","0","Comment","Green"
,,"148.133333333333","148.133333333333","0","Comment","Green"
,,"149.2","149.2","0","Comment","Green"
,,"150.1","150.1","0","Comment","Green"
,,"151.033333333333","151.033333333333","0","Comment","Green"
,,"152.1","152.1","0","Comment","Green"
,,"153","153","0","Comment","Green"
,,"153.866666666667","153.866666666667","0","Comment","Green"
,,"154.833333333333","154.833333333333","0","Comment","Green"
,,"155.7","155.7","0","Comment","Green"
,,"156.6","156.6","0","Comment","Green"
,,"157.733333333333","157.733333333333","0","Comment","Green"
,,"158.666666666667","158.666666666667","0","Comment","Green"
,,"159.733333333333","159.733333333333","0","Comment","Green"
,,"160.833333333333","160.833333333333","0","Comment","Green"
,,"161.833333333333","161.833333333333","0","Comment","Green"
,,"162.7","162.7","0","Comment","Green"
,,"163.6","163.6","0","Comment","Green"
,,"164.366666666667","164.366666666667","0","Comment","Green"
,,"165.5","165.5","0","Comment","Green"
,,"166.333333333333","166.333333333333","0","Comment","Green"
,,"167.1","167.1","0","Comment","Green"
,,"167.966666666667","167.966666666667","0","Comment","Green"
,,"168.8","168.8","0","Comment","Green"
,,"170.1","170.1","0","Comment","Green"
,,"171.6","171.6","0","Comment","Green"
,,"172.933333333333","172.933333333333","0","Comment","Green"
,,"174.5","174.5","0","Comment","Green"
,,"175.4","175.4","0","Comment","Green"
,,"176.533333333333","176.533333333333","0","Comment","Green"
,,"177.666666666667","177.666666666667","0","Comment","Green"
,,"179.2","179.2","0","Comment","Green"
,,"180.433333333333","180.433333333333","0","Comment","Green"
,,"181.2","181.2","0","Comment","Green"
