"Marker Name","Description","In","Out","Duration","Marker Type","Marker Color"
,,"1.7","1.7","0","Comment","Green"
,,"4.1","4.1","0","Comment","Green"
,,"6.03333333333333","6.03333333333333","0","Comment","Green"
,,"8","8","0","Comment","Green"
,,"9.96666666666667","9.96666666666667","0","Comment","Green"
,,"11.7666666666667","11.7666666666667","0","Comment","Green"
,,"13.6666666666667","13.6666666666667","0","Comment","Green"
,,"15.6666666666667","15.6666666666667","0","Comment","Green"
,,"19.4333333333333","19.4333333333333","0","Comment","Green"
,,"22","22","0","Comment","Green"
,,"23.5666666666667","23.5666666666667","0","Comment","Green"
,,"25.5333333333333","25.5333333333333","0","Comment","Green"
,,"27.5333333333333","27.5333333333333","0","Comment","Green"
,,"30.8333333333333","30.8333333333333","0","Comment","Green"
,,"33.5666666666667","33.5666666666667","0","Comment","Green"
,,"37.1333333333333","37.1333333333333","0","Comment","Green"
,,"39.4","39.4","0","Comment","Green"
,,"41.2","41.2","0","Comment","Green"
,,"42.8","42.8","0","Comment","Green"
,,"46.4333333333333","46.4333333333333","0","Comment","Green"
,,"48.2333333333333","48.2333333333333","0","Comment","Green"
,,"50.4666666666667","50.4666666666667","0","Comment","Green"
,,"53.3666666666667","53.3666666666667","0","Comment","Green"
,,"55.4","55.4","0","Comment","Green"
,,"57.6","57.6","0","Comment","Green"
,,"59.1333333333333","59.1333333333333","0","Comment","Green"
,,"60.8666666666667","60.8666666666667","0","Comment","Green"
,,"62.9333333333333","62.9333333333333","0","Comment","Green"
,,"65.0333333333333","65.0333333333333","0","Comment","Green"
,,"66.5333333333333","66.5333333333333","0","Comment","Green"
,,"68.0333333333333","68.0333333333333","0","Comment","Green"
,,"70","70","0","Comment","Green"
,,"71.6666666666667","71.6666666666667","0","Comment","Green"
,,"73.2666666666667","73.2666666666667","0","Comment","Green"
,,"75.7666666666667","75.7666666666667","0","Comment","Green"
,,"77.8","77.8","0","Comment","Green"
,,"80.1","80.1","0","Comment","Green"
,,"82.2","82.2","0","Comment","Green"
,,"85.1333333333333","85.1333333333333","0","Comment","Green"
,,"86.4666666666667","86.4666666666667","0","Comment","Green"
,,"94.3666666666667","94.3666666666667","0","Comment","Green"
,,"96.9333333333333","96.9333333333333","0","Comment","Green"
,,"99","99","0","Comment","Green"
,,"101.166666666667","101.166666666667","0","Comment","Green"
,,"103.3","103.3","0","Comment","Green"
,,"105.033333333333","105.033333333333","0","Comment","Green"
,,"106.8","106.8","0","Comment","Green"
,,"108.833333333333","108.833333333333","0","Comment","Green"
,,"110.8","110.8","0","Comment","Green"
,,"112.9","112.9","0","Comment","Green"
,,"114.666666666667","114.666666666667","0","Comment","Green"
,,"116.366666666667","116.366666666667","0","Comment","Green"
,,"118.4","118.4","0","Comment","Green"
,,"120.333333333333","120.333333333333","0","Comment","Green"
,,"122.4","122.4","0","Comment","Green"
,,"124.4","124.4","0","Comment","Green"
,,"126.2","126.2","0","Comment","Green"
,,"128.066666666667","128.066666666667","0","Comment","Green"
,,"130.366666666667","130.366666666667","0","Comment","Green"
,,"132.266666666667","132.266666666667","0","Comment","Green"
,,"134.4","134.4","0","Comment","Green"
,,"136.1","136.1","0","Comment","Green"
,,"137.666666666667","137.666666666667","0","Comment","Green"
,,"139.333333333333","139.333333333333","0","Comment","Green"
,,"142.266666666667","142.266666666667","0","Comment","Green"
,,"144.466666666667","144.466666666667","0","Comment","Green"
,,"147.266666666667","147.266666666667","0","Comment","Green"
,,"149.233333333333","149.233333333333","0","Comment","Green"
,,"152","152","0","Comment","Green"
,,"154.5","154.5","0","Comment","Green"
,,"156.533333333333","156.533333333333","0","Comment","Green"
,,"158.5","158.5","0","Comment","Green"
,,"162.666666666667","162.666666666667","0","Comment","Green"
,,"165.9","165.9","0","Comment","Green"
,,"167.866666666667","167.866666666667","0","Comment","Green"
,,"169.6","169.6","0","Comment","Green"
,,"171.5","171.5","0","Comment","Green"
,,"173.433333333333","173.433333333333","0","Comment","Green"
,,"175.6","175.6","0","Comment","Green"
,,"178.833333333333","178.833333333333","0","Comment","Green"
,,"180.533333333333","180.533333333333","0","Comment","Green"
,,"182.366666666667","182.366666666667","0","Comment","Green"
